City,Date,PM2.5,PM10,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,19-03-2020,101.09,162.86,15.07,43.66,31.13,15.07,42.07,44.44,2.85,46.56,1.13,272.3086957,Severe
Ahmedabad,21-03-2020,74.43,132.17,9.82,31.56,22.73,9.82,67.89,36.14,3.87,23.95,1.8,197.7443038,Poor
Ahmedabad,22-03-2020,48.16,122.17,5.47,18.27,12.99,5.47,52.62,33.69,3.87,23.95,1.8,143.2316456,Moderate
Ahmedabad,23-03-2020,44.61,112.32,4.98,31.4,17.08,4.98,34.25,49.45,6.81,28.18,7.52,137.0911392,Poor
Ahmedabad,24-03-2020,31.89,98.52,2.96,25.2,14.5,2.96,44.87,47.99,4.01,23.25,3.33,111.7772152,Moderate
Ahmedabad,25-03-2020,33.25,91.38,4.28,33.45,19.44,4.28,61.4,38.86,4.9,18.98,2.85,128.3189873,Moderate
Ahmedabad,26-03-2020,43.67,91.12,7.11,26.61,17.61,7.11,34.72,39.74,4.71,19.16,2.8,163.7835443,Poor
Ahmedabad,27-03-2020,22.93,37.12,5.23,18.52,12.87,5.23,16.19,34.41,1.58,7.5,1.08,140.2240506,Moderate
Ahmedabad,28-03-2020,37.73,72.43,4.67,35.52,20.77,4.67,16.06,34.72,6.37,26.05,3.56,133.2063291,Moderate
Ahmedabad,29-03-2020,20.67,75.48,3.08,26.98,15.46,3.08,22.76,40.17,4.79,15.29,1.95,113.2810127,Moderate
Ahmedabad,30-03-2020,28.55,89.1,4.11,38.65,21.89,4.11,19.14,31.5,8.51,37.5,4.88,126.1886076,Moderate
Ahmedabad,31-03-2020,29.97,98.96,3.85,22.08,13.64,3.85,32.01,36.86,7,29.53,2.5,122.9303797,Moderate
Ahmedabad,01-04-2020,24.79,86.06,4.5,21.29,13.7,4.5,22.16,36.76,3.58,15.89,1.88,131.0759494,Moderate
Ahmedabad,02-04-2020,25.52,88.12,4.46,24.24,15.15,4.46,18.54,38.17,4.59,19.84,2.09,130.5746835,Moderate
Ahmedabad,03-04-2020,33.48,87.96,4.51,41.44,23.58,4.51,23.84,46.53,9.31,40.13,5.44,131.2012658,Moderate
Ahmedabad,04-04-2020,39.44,84.83,3.82,39.88,22.28,3.82,27.53,58.08,9.71,36.32,4.85,122.5544304,Moderate
Ahmedabad,05-04-2020,43.77,87.96,3.35,40.99,22.49,3.35,31.4,53.61,10.92,46.65,5.63,131.5389831,Moderate
Ahmedabad,06-04-2020,46.64,95.3,3.75,29.6,17.24,3.75,22.2,49.67,7.65,37.78,3.94,121.6772152,Moderate
Ahmedabad,07-04-2020,45.8,104.5,3.87,16.8,11.04,3.87,31.04,48.2,5.44,20.89,1.47,123.1810127,Moderate
Ahmedabad,08-04-2020,36.3,90.07,5.19,15.65,11.51,5.19,30.8,49.83,4.66,14.64,1.08,139.7227848,Moderate
Ahmedabad,09-04-2020,32.12,89.74,5.07,21.61,14.33,5.07,20.75,62.53,5.64,18.82,2.04,138.2189873,Moderate
Ahmedabad,10-04-2020,30.73,78.56,4.36,28.65,17.23,0.59,32.01,42.61,6.91,32.15,3.51,82.64237288,Moderate
Ahmedabad,11-04-2020,30.18,74.99,3.06,34.81,19.26,0.45,25.09,39,8.52,51.18,6.71,96.01355932,Satisfactory
Ahmedabad,12-04-2020,26.7,72.83,2.72,27,15.18,0.36,21.57,42.16,5.63,34.1,3.97,72.83,Moderate
Ahmedabad,13-04-2020,18.77,61.54,2.81,23.01,13.01,0.39,26.86,47.88,3.41,25.88,2.56,61.54,Satisfactory
Ahmedabad,14-04-2020,31.16,72.09,3.22,25.9,14.73,0.37,21.85,43.35,4.75,31.33,3.61,72.09,Satisfactory
Ahmedabad,15-04-2020,23.69,64.81,2.28,17.18,10.04,0.43,23.5,44.04,2.14,29.17,1.67,64.81,Satisfactory
Ahmedabad,16-04-2020,38.65,81.47,3.7,26.76,14.75,0.36,22.03,54.24,5.84,34.58,3.22,81.47,Satisfactory
Ahmedabad,17-04-2020,30.8,76.25,4.22,25.97,12.68,0.36,18.03,37.28,3.22,22.59,1.83,76.25,Satisfactory
Ahmedabad,18-04-2020,30.69,107.31,3.43,22.57,11.7,0.41,36.24,39.3,3.89,31,2.45,105.1925503,Satisfactory
Ahmedabad,19-04-2020,21.27,65.12,3.66,13.93,9.31,0.36,21,40.56,1.67,14.29,0.95,65.12,Satisfactory
Ahmedabad,20-04-2020,29.84,77.98,3.91,15.77,10.58,0.34,25.22,38.31,2.27,15.74,1.02,77.98,Satisfactory
Ahmedabad,21-04-2020,27.81,73.99,3.41,16.32,10.46,0.39,19.16,38.23,2.33,17.57,1.5,73.99,Satisfactory
Ahmedabad,22-04-2020,32.11,94.34,3.68,17.95,11.49,0.45,15.83,42.22,5.48,33.62,2.16,94.34,Moderate
Ahmedabad,23-04-2020,31.67,81.09,3.93,16.17,10.82,0.35,32.39,43.6,3.97,20.74,1.23,81.09,Moderate
Ahmedabad,24-04-2020,27.19,82.36,3.52,16.13,9.85,0.28,20.59,51.81,1.78,9.02,0.67,82.36,Moderate
Ahmedabad,25-04-2020,28.25,70.48,4.83,13.88,10.25,0.38,16.51,41.74,1.17,9.32,0.56,70.48,Satisfactory
Ahmedabad,26-04-2020,25.91,73.35,4.78,13.82,10.29,0.4,10.58,44.44,1.8,10.39,0.75,73.35,Moderate
Ahmedabad,27-04-2020,31.76,81.16,3.99,19.95,12.7,0.46,29.73,52.46,3.52,20.49,1.34,81.16,Moderate
Ahmedabad,28-04-2020,32.55,87.41,3.53,23.58,14.12,0.46,42.86,50.2,4.92,32.73,2.51,87.41,Moderate
Ahmedabad,29-04-2020,27.15,76.73,3.18,24.82,14.4,0.67,32.97,54.81,3.39,32.14,2.46,76.73,Moderate
Ahmedabad,30-04-2020,26.93,74.38,2.76,17.05,10.37,0.46,37.7,56.97,1.92,18.54,1.64,74.38,Moderate
Ahmedabad,01-05-2020,28.71,89.91,2.83,13.32,8.6,0.54,26.36,49.97,1.59,15.82,0.92,89.91,Moderate
Ahmedabad,02-05-2020,22.56,63.23,3.68,15.16,10.09,0.56,25.87,55.72,1.55,10.29,0.65,63.23,Moderate
Ahmedabad,03-05-2020,23.82,62.1,4.69,16.38,11.49,0.64,22.71,54.35,2.83,16.27,0.89,62.1,Moderate
Ahmedabad,04-05-2020,23.73,69.88,4.85,15.87,11.36,0.73,20.04,58.72,2.38,16.23,0.9,69.88,Moderate
Ahmedabad,05-05-2020,33.47,134.83,3.6,29.05,13.84,0.54,2.42,54.8,3.57,26.59,1.91,123.477651,Moderate
Ahmedabad,06-05-2020,26.52,79.38,4.06,18.06,11.7,0.67,46.78,59.96,3.7,19.68,1.57,79.38,Moderate
Ahmedabad,07-05-2020,30.45,75.08,3.74,21.48,13.23,0.4,46.78,58.31,7.47,34.84,1.72,87.29322034,Moderate
Ahmedabad,08-05-2020,26.79,66.34,3.71,14.99,10.06,0.51,46.78,57.81,3.26,20.64,0.86,66.34,Moderate
Ahmedabad,09-05-2020,23.79,74.56,5.61,16.64,11.91,0.55,46.78,52.49,4.37,20.72,1.14,74.56,Moderate
Ahmedabad,10-05-2020,26.17,62.14,1.93,14.73,8.61,0.77,46.78,56.28,2.65,16.72,0.84,62.14,Moderate
Ahmedabad,11-05-2020,21.31,66.1,1.85,15.01,8.68,0.54,46.78,57.55,1.9,13.92,0.76,66.1,Moderate
Ahmedabad,12-05-2020,21.94,69.06,2.95,16.95,10.47,0.58,46.78,57.89,3.3,16.19,0.97,69.06,Moderate
Ahmedabad,13-05-2020,23.19,67.28,4.12,17.46,11.59,0.48,46.78,52.31,2.85,18.48,0.88,67.28,Moderate
Ahmedabad,14-05-2020,21.9,64.39,2.98,18.73,11.33,0.49,46.78,51.86,2.28,16.67,0.81,64.39,Moderate
Ahmedabad,15-05-2020,19.15,78.8,3.93,19.59,12.47,0.51,46.78,61.79,4.14,25.58,1.62,78.8,Moderate
Ahmedabad,16-05-2020,35.75,107.68,2.54,18.72,11,0.39,46.78,54.31,3.02,18.12,1.25,105.4383893,Moderate
Ahmedabad,17-05-2020,27.28,63.5,2.5,18.56,10.84,0.68,46.78,55.52,2.91,17.83,1.29,63.5,Moderate
Ahmedabad,18-05-2020,20.85,61.13,2.6,21.35,12.35,0.62,46.78,54.41,2.95,20.62,3.15,61.13,Moderate
Ahmedabad,19-05-2020,23.98,56.9,4.15,26.56,16.04,0.61,46.78,59.05,4.36,22.17,2.43,61.46440678,Moderate
Ahmedabad,20-05-2020,25.6,82.26,2.86,22.47,13.05,0.69,46.78,60.12,5.5,25.02,1.96,82.26,Moderate
Ahmedabad,21-05-2020,33.35,84.99,2.64,25.02,14.15,0.56,46.78,62.4,6.41,21.6,1.86,84.99,Moderate
Ahmedabad,22-05-2020,31.38,90.28,4.54,35.67,20.77,0.65,46.78,62.39,7.75,32.76,2.64,90.28,Moderate
Ahmedabad,23-05-2020,29.26,82.26,2.58,22.23,12.73,0.67,46.78,55.64,5.36,25.91,1.69,82.26,Moderate
Ahmedabad,24-05-2020,25.47,67.79,2.73,17.85,10.7,0.81,46.78,57.16,2.62,11.5,1.34,67.79,Moderate
Ahmedabad,25-05-2020,24.84,70.95,3.98,16.03,10.65,0.57,46.78,57.53,2.24,12.49,0.98,70.95,Moderate
Ahmedabad,26-05-2020,29.78,99.14,2.88,19.35,11.55,0.59,46.78,50.52,1.68,10.42,0.99,99.14,Moderate
Ahmedabad,27-05-2020,31.25,89.65,3.65,21.42,13.17,0.83,46.78,54.58,4.01,15.74,1.08,89.65,Moderate
Ahmedabad,28-05-2020,30.7,86.02,3.56,18.84,11.85,0.56,46.78,55.49,8.88,17.32,1.41,99.00338983,Moderate
Ahmedabad,29-05-2020,23.91,81,3.29,18.6,11.52,0.57,46.78,44.9,5.47,15.33,1.37,81,Moderate
Ahmedabad,30-05-2020,25.71,66.36,3.4,16.46,10.53,0.41,46.78,47.74,4.67,15.53,1.27,66.36,Moderate
Ahmedabad,31-05-2020,22.83,67.92,3.82,15.35,10.31,0.4,46.78,53.06,3.03,15.14,1.13,67.92,Moderate
Ahmedabad,01-06-2020,31.02,312.28,2.74,22.62,13.07,0.64,46.78,66.9,6.78,23.27,3.08,262.28,Moderate
Ahmedabad,02-06-2020,131.88,173.4,2.71,41.56,22.26,0.45,20.08,34.26,10.84,43.9,5.19,309.3497674,Moderate
Ahmedabad,04-06-2020,26.08,84.25,4.99,37.3,21.51,0.79,21.29,56.78,5.69,32.56,3.39,84.25,Moderate
Ahmedabad,05-06-2020,30.72,88.9,3.76,33.6,19.08,0.63,14.73,4.08,7.45,43.04,2.98,88.9,Satisfactory
Ahmedabad,06-06-2020,33.19,65.77,3.91,39.76,22.28,0.71,14.4,40.28,8.11,25.23,3.18,92.60847458,Satisfactory
Ahmedabad,07-06-2020,20.67,69.5,5.19,34.11,20.48,0.82,13.05,36.32,6.71,20.69,3.63,80.98135593,Satisfactory
Ahmedabad,08-06-2020,22.92,70.97,4.88,28.47,17.52,0.57,11.6,30.16,7.93,20.35,3.84,91.11355932,Satisfactory
Ahmedabad,09-06-2020,21.17,81.73,5.23,25.68,16.39,0.86,12.69,39.69,4.48,18.91,3.27,81.73,Satisfactory
Ahmedabad,10-06-2020,23.62,94.06,5.9,20.92,14.59,0.85,16.22,44.32,5.27,23.65,6.7,94.06,Moderate
Ahmedabad,11-06-2020,20.4,66.21,5.3,26.94,17.05,0.68,18.41,37.38,8.21,38.36,7.98,93.43898305,Satisfactory
Ahmedabad,12-06-2020,21.4,93.89,5.28,22.4,14.85,0.85,16.27,45.05,7.9,40.74,13.19,93.89,Moderate
Ahmedabad,13-06-2020,21.72,62.28,3.93,28.15,16.62,1.18,17.51,30.53,7.01,30.2,8.68,83.47288136,Satisfactory
Ahmedabad,14-06-2020,24.1,87.14,3.16,27.53,15.77,0.86,20.82,35.29,6.89,28.99,6.74,87.14,Satisfactory
Ahmedabad,15-06-2020,21.21,92.72,4.03,31.93,18.56,0.85,19.3,33.59,21.69,44.29,6.77,307.5629213,Satisfactory
Ahmedabad,16-06-2020,31.49,94.09,6.95,24.73,17.23,0.85,11.26,38.44,7.54,45.98,3.36,94.09,Satisfactory
Ahmedabad,17-06-2020,14.79,11.5,4.88,19.65,13.18,0.81,9.4,18.2,4.6,49.52,3.04,72.48587319,Satisfactory
Ahmedabad,19-06-2020,17.65,135.16,19.86,33.84,22.86,0.71,9.9,40.03,3.99,51.14,3.62,123.6969128,Moderate
Ahmedabad,20-06-2020,22.9,120.7,11.79,15.81,10.1,0.5,10.1,46.04,3.37,42.06,3.59,114.0892617,Moderate
Ahmedabad,21-06-2020,24.28,138.12,3.45,12.44,8.23,0.7,11.45,57.31,3.17,58.65,2.87,125.6636242,Moderate
Ahmedabad,22-06-2020,19.02,98.37,4.48,16.76,11.49,0.52,13.32,45.85,3.33,53.61,2.67,98.37,Satisfactory
Ahmedabad,23-06-2020,22.2,88.99,7.13,15.67,12.2,0.51,13,64.75,3.18,60.9,2.46,88.99,Satisfactory
Ahmedabad,24-06-2020,30.29,107.96,13.07,25.92,21.72,0.75,11.99,43.31,1.95,55.13,1.19,105.6244295,Satisfactory
Ahmedabad,25-06-2020,32.56,142.43,8.29,24.83,18.21,0.65,11.73,40.54,0.98,51.94,1.22,128.5273154,Satisfactory
Ahmedabad,26-06-2020,36.48,150.65,8.96,30.78,20.8,0.59,10.41,44.47,1.76,49.31,1.72,133.9889262,Satisfactory
Ahmedabad,27-06-2020,62.12,118.67,9.18,56.35,19.86,0.49,12.44,68.05,1.32,37.76,1.62,112.7404698,Satisfactory
Ahmedabad,28-06-2020,31.57,107.96,6.37,23.99,16.4,0.52,11.01,26.34,1.37,49.58,1.34,105.6244295,Satisfactory
Ahmedabad,29-06-2020,29.75,127.98,9.06,25.15,18.92,0.67,12.1,34.99,1.39,60.21,0.79,118.9263087,Satisfactory
Ahmedabad,30-06-2020,40.02,121.1,7.09,58.92,33.41,0.73,16.39,41.64,1.21,44.1,1.35,114.3550336,Satisfactory
Ahmedabad,01-07-2020,37.63,107.96,4.42,35.04,20.17,0.28,14.4,9.69,1.73,47.05,1.87,105.6244295,Moderate
