City,Date,PM2.5,PM10,NO,NO2,NOx,CO,SO2,O3,Benzene,Toluene,Xylene,AQI,AQI_Bucket
Ahmedabad,04-07-2018,302.08,107.96,27.2,28.1,34,27.2,46.94,0.88,5.26,43.43,0.65,421.3089157,Severe
Ahmedabad,05-07-2018,37.15,107.96,34.33,58.02,53.92,34.33,34.41,1.04,7.62,47.28,5.26,402.4320755,Severe
Ahmedabad,06-07-2018,59.76,107.96,29.58,57.8,50.27,29.58,17.67,2.02,6.57,44.61,0.8,374.1076923,Severe
Ahmedabad,07-07-2018,71.94,107.96,17.35,98.32,60.91,17.35,25.74,2.03,6.49,55.23,6.37,302.464497,Very Poor
Ahmedabad,08-07-2018,47.95,107.96,17.08,151.73,87.48,17.08,25.91,2.51,4.57,103.81,2.86,171.73,Very Poor
Ahmedabad,09-07-2018,55.91,107.96,19.87,66.69,47.36,19.87,32.64,1.8,4.73,68.95,1.92,317.2266272,Very Poor
Ahmedabad,10-07-2018,72.06,107.96,24.72,59.1,47.28,24.72,32.64,1.26,6.55,29.36,0.75,345.6378698,Severe
Ahmedabad,11-07-2018,127.23,107.96,29.02,37.32,39.86,29.02,26.37,0.38,9.88,43.19,1.07,370.8272189,Severe
Ahmedabad,12-07-2018,127.37,107.96,25.58,40.59,38.89,25.58,34.39,2.77,9.63,41.09,2.52,350.6757396,Severe
Ahmedabad,13-07-2018,36.42,107.96,30.52,49.52,46.93,30.52,37.17,3.29,5.56,58.37,0.65,379.6142012,Severe
Ahmedabad,14-07-2018,40.97,107.96,29.94,113.8,77.86,29.94,22.82,3.69,7.93,52.09,0.94,376.216568,Severe
Ahmedabad,15-07-2018,33.38,107.96,20.68,62.15,45.75,20.68,21.06,4.35,4.45,21.03,0.65,321.9715976,Severe
Ahmedabad,16-07-2018,33.51,107.96,17.84,40.85,33.24,17.84,28.85,7.95,4.82,20.33,0.65,305.3349112,Very Poor
Ahmedabad,17-07-2018,29.56,107.96,30.82,74.11,59.15,30.82,19.34,3.34,8.73,35.82,6.65,381.3715976,Severe
Ahmedabad,18-07-2018,21.89,107.96,27.75,63.9,51.88,27.75,16.32,3.02,5.8,30.43,0.65,363.387574,Severe
Ahmedabad,19-07-2018,44.87,107.96,31.41,68.29,56.75,31.41,17.39,3.24,10.48,40.62,0.65,384.8278107,Severe
Ahmedabad,20-07-2018,33.16,107.96,31.02,54.23,49.6,31.02,17.09,4.47,11.79,37.99,1.16,382.5431953,Severe
Ahmedabad,21-07-2018,45.25,107.96,35.01,61.65,56.2,35.01,23.87,2.96,13.66,45.89,0.9,406.6660377,Severe
Ahmedabad,22-07-2018,48.95,107.96,25.57,63.01,49.82,25.57,19.19,2.96,9.86,57.34,1.03,350.6171598,Severe
Ahmedabad,23-07-2018,42.89,107.96,34.86,51.28,51.03,34.86,19.96,39.51,8.55,56.71,0.79,405.7320755,Severe
Ahmedabad,24-07-2018,48.36,107.96,43.24,57.71,60.42,43.24,21.19,39.51,9.96,55.29,0.79,457.909434,Severe
Ahmedabad,25-07-2018,51.7,107.96,39.25,54.05,55.65,39.25,20.02,39.51,10.25,37.19,0.72,433.0660377,Severe
Ahmedabad,26-07-2018,43.18,107.96,29.79,51.27,47.24,29.79,18.21,39.51,6.41,27.58,0.65,375.3378698,Severe
Ahmedabad,27-07-2018,35.8,107.96,29.72,48.89,46.03,29.72,19.94,39.51,5.77,26.88,0.65,374.9278107,Severe
Ahmedabad,28-07-2018,37.76,107.96,23.91,45.39,39.98,23.91,19.83,39.51,4.59,25.32,0.65,340.8928994,Severe
Ahmedabad,29-07-2018,38.1,107.96,27.77,47.92,44.1,27.77,25.27,39.51,4.78,26.7,0.65,363.5047337,Severe
Ahmedabad,30-07-2018,39.43,107.96,29.96,47.83,45.69,29.96,24.1,39.51,4.98,28.67,0.65,376.3337278,Severe
Ahmedabad,31-07-2018,51.78,107.96,28.69,45.29,43.51,28.69,61.88,39.51,5.42,25.96,0.65,368.8940828,Severe
Ahmedabad,01-08-2018,63.4,107.96,26.58,48.24,43.36,26.58,109.6,39.51,5.72,24.87,0.65,356.5337278,Severe
Ahmedabad,02-08-2018,58.21,107.96,25.51,49.85,43.35,25.51,106.17,39.51,5.99,28.19,0.65,350.2656805,Severe
Ahmedabad,03-08-2018,47.83,107.96,25.73,49.36,43.28,25.73,113.31,3.22,6.3,23.79,0.65,351.5544379,Severe
Ahmedabad,04-08-2018,53.64,107.96,22.52,52.64,42.05,22.52,96.72,2.86,4.54,22.09,0.65,332.7502959,Severe
Ahmedabad,05-08-2018,48.18,107.96,18.31,51.41,38.75,18.31,104.62,2.81,4.08,19.29,0.65,308.0881657,Very Poor
Ahmedabad,06-08-2018,56.75,107.96,28.82,59.07,49.74,28.82,126.12,4.84,5.84,29.82,0.65,369.6556213,Severe
Ahmedabad,07-08-2018,41.21,107.96,25.18,38.73,37.68,25.18,83.84,9.92,4.42,26.35,0.65,348.3325444,Severe
Ahmedabad,08-08-2018,37.33,107.96,29.18,47.75,45.07,29.18,58.25,6.63,5,35.8,0.65,371.764497,Severe
Ahmedabad,09-08-2018,28.74,107.96,25.17,45.61,41.03,25.17,41.84,20.2,5.46,24.83,0.65,348.2739645,Severe
Ahmedabad,10-08-2018,34.05,107.96,27.58,46.79,43.41,27.58,29.66,22.77,5.79,24.71,0.65,362.391716,Severe
Ahmedabad,11-08-2018,28.94,107.96,21.18,53.02,41.66,21.18,26.92,16.38,5.76,20.92,0.65,324.9005917,Severe
Ahmedabad,12-08-2018,25.06,107.96,25.26,54.71,45.54,25.26,21.64,10.33,4.72,21.53,0.65,348.8011834,Severe
Ahmedabad,13-08-2018,32.05,107.96,29.19,48.62,45.5,29.19,42.09,10.76,5.34,21.8,0.65,371.8230769,Severe
Ahmedabad,14-08-2018,44.02,107.96,30.74,54.33,49.44,30.74,48.99,7.14,4.95,21.77,0.65,380.9029586,Severe
Ahmedabad,15-08-2018,48.73,107.96,27.87,47.11,43.78,27.87,31.19,11.25,5.89,22.14,0.65,364.0905325,Severe
Ahmedabad,16-08-2018,43.54,107.96,12.25,39.05,28.19,12.25,43.71,22.45,4.41,19.58,0.65,231.8478261,Very Poor
Ahmedabad,17-08-2018,28.66,107.96,18.31,55.15,40.57,18.31,32.57,15.68,4.86,19.27,0.65,308.0881657,Very Poor
Ahmedabad,18-08-2018,31.01,107.96,26.43,63.76,50.83,26.43,128.43,18.69,6.33,27.76,3.17,355.6550296,Severe
Ahmedabad,19-08-2018,33.95,107.96,30.33,67.31,55.47,30.33,152.48,14.95,8.26,51.62,16.89,378.5011834,Severe
Ahmedabad,20-08-2018,33.7,107.96,24.01,59.07,46.74,24.01,156.24,23.59,7.07,31.28,0.65,341.4786982,Severe
Ahmedabad,21-08-2018,48.21,107.96,29.28,66.43,54.26,29.28,151.44,13.38,5.93,25.08,0.65,372.3502959,Severe
Ahmedabad,22-08-2018,40.66,107.96,30.95,61.16,52.93,30.95,120.48,14.02,5.55,27.97,0.65,382.1331361,Severe
Ahmedabad,23-08-2018,38.65,107.96,30.68,60.26,52.29,30.68,146.84,16.31,5.28,28.84,1.07,380.5514793,Severe
Ahmedabad,24-08-2018,49.47,107.96,34.28,63.28,56.19,34.28,88.36,13.94,4.75,23.45,0.65,402.1207547,Severe
Ahmedabad,25-08-2018,33.2,107.96,36.15,56.35,54.46,36.15,96.68,8.76,4.88,22.06,0.65,413.7641509,Severe
Ahmedabad,26-08-2018,34.52,107.96,31.19,51.26,48.28,31.19,66.48,39.51,4.46,19.16,0.65,383.5390533,Severe
Ahmedabad,27-08-2018,44.57,107.96,33.12,57.85,52.94,33.12,34.74,39.51,4.75,23.18,1.02,394.8449704,Severe
Ahmedabad,28-08-2018,58.92,107.96,26.74,67.8,53.03,26.74,56.88,39.51,4.68,28.77,0.79,357.4710059,Severe
Ahmedabad,29-08-2018,51.03,107.96,26.37,63.05,50.44,26.37,49.27,39.51,6.52,26.46,0.65,355.3035503,Severe
Ahmedabad,30-08-2018,45.77,107.96,33.34,54.56,51.5,33.34,25.47,39.51,5.48,25.45,0.83,396.1337278,Severe
Ahmedabad,31-08-2018,38.22,107.96,41,60.3,60.01,41,59.94,39.51,6.74,29.19,0.65,443.9622642,Severe
Ahmedabad,01-09-2018,34.44,107.96,35.18,58.49,54.79,35.18,85.34,39.51,4.8,25.59,0.65,407.7245283,Severe
Ahmedabad,02-09-2018,28.8,107.96,28.47,49.07,45.18,28.47,101.38,39.51,4.38,23.87,0.65,367.6053254,Severe
Ahmedabad,06-09-2018,22.14,107.96,28.37,68.25,54.47,28.37,49.31,22.93,3.94,16.02,0.65,367.0195266,Severe
Ahmedabad,07-09-2018,19.66,107.96,24.39,65.16,49.98,24.39,56.92,26.6,3.94,16.02,0.65,343.7047337,Severe
Ahmedabad,08-09-2018,22.3,107.96,34.43,74.87,62.22,34.43,60.72,39.51,3.94,16.02,0.65,403.054717,Severe
Ahmedabad,09-09-2018,22.33,107.96,40.34,74.32,66.36,40.34,111.98,39.51,3.94,16.02,0.65,439.8528302,Severe
Ahmedabad,10-09-2018,18.54,107.96,43.81,58.57,61.27,43.81,102.83,39.51,3.94,16.02,0.65,461.4584906,Severe
Ahmedabad,11-09-2018,17.91,107.96,32.15,57.3,51.94,32.15,74.72,39.51,3.94,16.02,0.65,389.1627219,Severe
Ahmedabad,12-09-2018,16.28,107.96,26.67,57.19,47.8,26.67,50.26,39.51,3.94,16.02,0.65,357.0609467,Severe
Ahmedabad,13-09-2018,21.06,107.96,29.17,53.85,48.04,29.17,65.55,39.51,3.94,16.02,0.65,371.7059172,Severe
Ahmedabad,14-09-2018,20.82,107.96,31.54,53.22,49.5,31.54,60.88,39.51,3.94,16.02,0.65,385.5893491,Severe
Ahmedabad,15-09-2018,18.18,107.96,33.85,62.81,55.9,33.85,71.39,39.51,3.94,16.02,0.65,399.1213018,Severe
Ahmedabad,16-09-2018,21.41,107.96,32.1,75.42,60.74,32.1,73.4,39.51,3.94,16.02,0.65,388.8698225,Severe
Ahmedabad,17-09-2018,24.51,107.96,34.65,82.95,66.32,34.65,63.4,39.51,3.94,16.02,0.65,404.4245283,Severe
Ahmedabad,18-09-2018,28.15,107.96,29.08,88.14,64.7,29.08,70.24,39.51,3.94,16.02,0.65,371.1786982,Severe
Ahmedabad,19-09-2018,23.65,107.96,22.79,74.6,53.4,22.79,65.46,39.51,3.94,16.02,0.65,334.3319527,Severe
Ahmedabad,20-09-2018,25.32,107.96,38.95,85.39,70.72,38.95,43.6,39.51,3.94,16.02,0.65,431.1981132,Severe
Ahmedabad,21-09-2018,25.87,107.96,23.11,100.26,66.16,23.11,30.28,39.51,3.94,16.02,0.65,336.2065089,Severe
Ahmedabad,22-09-2018,22.62,107.96,23.36,121.4,76.65,23.36,42.11,39.51,3.94,16.02,0.65,337.6710059,Severe
Ahmedabad,23-09-2018,21.12,107.96,22.46,66.12,49.02,22.46,27.9,39.51,3.94,16.02,0.65,332.3988166,Severe
Ahmedabad,24-09-2018,21.79,107.96,25.94,63.21,50.19,25.94,25.39,39.51,3.94,16.02,0.65,352.7846154,Very Poor
Ahmedabad,25-09-2018,18.87,107.96,27.35,85.35,62.04,27.35,38.27,39.51,3.94,16.02,0.65,361.0443787,Severe
Ahmedabad,26-09-2018,22.11,107.96,24.68,100.39,67.38,24.68,78.83,39.51,3.94,16.02,0.65,345.4035503,Severe
Ahmedabad,27-09-2018,24.07,107.96,20.32,133,80.04,20.32,45.29,75.33,3.94,16.02,0.65,319.8627219,Severe
Ahmedabad,28-09-2018,25.9,107.96,40.29,165.62,110.86,40.29,56.95,37.07,3.94,16.02,0.65,439.5415094,Severe
Ahmedabad,29-09-2018,29.8,107.96,42.91,169.17,114.54,42.91,64.17,53,3.94,16.02,0.65,455.854717,Severe
Ahmedabad,30-09-2018,29.37,107.96,42.88,163.3,111.66,42.88,60.33,44.38,3.94,16.02,0.65,455.6679245,Severe
Ahmedabad,01-10-2018,33.95,107.96,59.21,191.14,136.93,59.21,74.04,45.36,3.94,16.02,0.65,211.14,Severe
Ahmedabad,02-10-2018,31.13,107.96,26.73,177.13,106.35,26.73,53.57,67.63,4.26,14.93,1.28,357.412426,Severe
Ahmedabad,03-10-2018,58.28,107.96,15.84,127.95,74.24,15.84,128.38,66.85,4.41,12.36,3.3,283.3565217,Severe
Ahmedabad,04-10-2018,63.92,107.96,12.95,102.78,46.66,12.95,92.16,69.39,3.65,12.86,4.34,241.8913043,Very Poor
Ahmedabad,05-10-2018,73.89,107.96,4.5,53.74,28.34,4.5,46.31,59.52,3.65,12.86,4.34,145.0037931,Poor
Ahmedabad,06-10-2018,79.37,107.96,30.71,62.42,50.34,30.71,80.71,69.32,3.77,17.32,5.84,380.7272189,Severe
Ahmedabad,07-10-2018,78.64,107.96,32.81,68.8,58.04,32.81,75.18,57.87,3.87,21.26,7.16,393.0289941,Severe
Ahmedabad,08-10-2018,122.92,107.96,34.89,94.67,72.22,34.89,119.78,40,3.87,21.26,7.16,405.9188679,Severe
Ahmedabad,09-10-2018,160.05,107.96,34.65,115.92,82.4,34.65,90.5,48.77,3.87,21.26,7.16,404.4245283,Severe
Ahmedabad,10-10-2018,113.9,107.96,46.02,68.38,63.36,46.02,100.12,65.26,3.87,21.26,7.16,475.2188679,Severe
Ahmedabad,11-10-2018,126.66,107.96,33.97,112.69,45.73,33.97,76.09,55.06,3.87,21.26,7.16,399.8242604,Severe
Ahmedabad,12-10-2018,116.02,107.96,44.47,98.22,48.04,44.47,64.62,39.74,3.87,21.26,7.16,465.5679245,Severe
Ahmedabad,13-10-2018,96.65,107.96,25.15,110.33,40.26,25.15,53.75,59.62,3.87,21.26,7.16,348.1568047,Severe
Ahmedabad,14-10-2018,110.05,107.96,19.73,114.23,38.17,19.73,101.29,51.12,3.87,21.26,7.16,316.4065089,Severe
Ahmedabad,15-10-2018,109.84,107.96,23.16,104.87,37.85,23.16,72.69,60.82,3.87,21.26,7.16,336.4994083,Severe
Ahmedabad,16-10-2018,140.06,107.96,28.2,146.82,50.64,28.2,98.85,57.6,3.87,21.26,7.16,366.0236686,Severe
Ahmedabad,17-10-2018,109.11,107.96,29.19,118.85,44.54,29.19,94.22,60.25,3.87,21.26,7.16,371.8230769,Severe
Ahmedabad,18-10-2018,107.26,107.96,26.76,94.48,37.38,26.76,90.9,48.62,3.87,21.26,7.16,357.5881657,Severe
Ahmedabad,19-10-2018,105.87,107.96,18.18,90.33,31.62,18.18,97.98,46.82,3.87,21.26,7.16,307.3266272,Severe
Ahmedabad,20-10-2018,101.86,107.96,27.99,105.96,40.8,27.99,89.37,54.3,3.87,21.26,7.16,364.7934911,Severe
Ahmedabad,21-10-2018,96.15,107.96,94.41,80.49,71.73,94.41,76.61,42.8,3.87,21.26,7.16,218.5810345,Severe
Ahmedabad,22-10-2018,88.58,107.96,112.71,85.92,85.03,112.71,90.9,57.78,3.87,21.26,7.16,195.1524138,Severe
Ahmedabad,23-10-2018,129.98,107.96,81.12,97.96,69.53,81.12,70.06,39.51,3.87,21.26,7.16,307.8916279,Severe
Ahmedabad,24-10-2018,103.71,107.96,34.72,111.67,45.91,34.72,54.23,119.43,3.87,21.26,7.16,404.8603774,Severe
Ahmedabad,25-10-2018,121.11,107.96,51.7,137.41,61.49,51.7,78.64,58.07,3.87,21.26,7.16,301.0844186,Severe
Ahmedabad,26-10-2018,82.49,107.96,30.47,80.4,36.1,30.47,61.13,48.85,3.87,21.26,7.16,379.3213018,Severe
Ahmedabad,27-10-2018,72.93,107.96,90.96,78.54,73.82,90.96,39.24,69.95,3.87,21.26,7.16,141.7265517,Moderate
Ahmedabad,28-10-2018,94.08,107.96,34.06,50.69,30.89,34.06,68.42,47.74,3.87,21.26,7.16,211.5144828,Severe
Ahmedabad,29-10-2018,82.88,107.96,18.59,73.74,27.9,18.59,56.89,47.67,7.12,27.68,33.44,309.7284024,Severe
Ahmedabad,30-10-2018,88.69,107.96,26.91,70.9,31.3,26.91,68.94,53.16,38.06,34.91,109.23,440.6,Severe
Ahmedabad,31-10-2018,82.52,107.96,24.13,69.94,30.08,24.13,44.95,64.07,10.47,23.09,3.27,342.1816568,Severe
Ahmedabad,01-11-2018,72.11,107.96,48.7,85.77,47.36,48.7,42.51,54.52,8.43,46.89,7.26,491.9056604,Severe
Ahmedabad,02-11-2018,78.48,107.96,49.94,110.63,54.14,49.94,67.06,46.93,16.41,36.27,6.95,499.6264151,Severe
Ahmedabad,03-11-2018,103.22,107.96,68.97,102.84,62.88,68.97,57.8,52.79,32.77,39.01,15.09,414.2829146,Severe
Ahmedabad,04-11-2018,70.39,107.96,44.04,55.52,37.71,44.04,69.83,59.5,77.43,72.18,53.35,462.890566,Severe
Ahmedabad,05-11-2018,107.9,107.96,43.47,109.59,50.08,43.47,49.76,55.01,34.93,68.8,26.9,459.3415094,Severe
Ahmedabad,06-11-2018,117.08,107.96,37.42,106.21,46.11,37.42,77.6,55.05,16.14,53.75,11.36,421.6716981,Severe
Ahmedabad,07-11-2018,162.18,107.96,59.53,94.35,59.82,59.53,42.01,67,16.62,52.51,11.42,332.6032558,Severe
Ahmedabad,08-11-2018,205.21,107.96,93.31,100.87,77.22,93.31,75.95,61.17,20.41,55.29,13.92,365.6262791,Severe
Ahmedabad,09-11-2018,165.37,107.96,70.6,95.3,61.99,70.6,52.45,39.6,17.88,48.01,11.32,335.0513953,Severe
Ahmedabad,10-11-2018,110.7,107.96,38.01,107.13,76.89,38.01,57.58,39.51,19.05,52.97,12.11,425.345283,Severe
Ahmedabad,11-11-2018,143.72,107.96,65.62,102.87,75.79,65.62,51.92,39.51,18.27,54.64,15.01,318.4362791,Severe
Ahmedabad,12-11-2018,91.56,107.96,79.42,118.89,73.26,79.42,60.97,39.51,21.11,56.47,13.11,301.111236,Severe
Ahmedabad,13-11-2018,133.13,107.96,77.55,155.59,80.21,77.55,101.13,39.51,26.28,59.96,15.48,358.6202247,Severe
Ahmedabad,14-11-2018,143.52,107.96,41.62,138.89,56.23,41.62,91.74,89.17,3.97,32.2,6.81,447.8226415,Severe
Ahmedabad,15-11-2018,83.28,107.96,33.47,97.9,41.93,33.47,48.93,36.84,3.97,32.2,6.81,396.8952663,Severe
Ahmedabad,16-11-2018,75.58,107.96,44.07,68.01,40.73,44.07,47.43,68.17,3.97,32.2,6.81,463.0773585,Severe
Ahmedabad,17-11-2018,93.73,107.96,68.52,84.54,96.09,68.52,62.65,50.29,3.97,32.2,6.81,210.3196552,Severe
Ahmedabad,18-11-2018,127.46,107.96,108.81,77.65,129.43,108.81,63.63,48.32,3.97,32.2,6.81,305.9576744,Severe
Ahmedabad,19-11-2018,98.6,107.96,90.33,86.74,70.77,90.33,85.76,52.53,3.97,32.2,6.81,226.9448276,Severe
Ahmedabad,20-11-2018,84.71,107.96,88.34,83.28,83.77,88.34,70.31,40.06,3.97,32.2,6.81,181.9410345,Severe
Ahmedabad,21-11-2018,86.52,107.96,115.87,66.59,81.77,115.87,44.24,36,3.97,32.2,6.81,188.12,Severe
Ahmedabad,22-11-2018,90.1,107.96,57.16,87.75,52.58,57.16,60.45,41.82,3.97,32.2,6.81,107.75,Severe
Ahmedabad,23-11-2018,68.52,107.96,39.47,72.83,39.22,39.47,60.58,50.1,3.97,32.2,6.81,434.4358491,Severe
Ahmedabad,24-11-2018,86.43,107.96,34.52,82.76,38.92,34.52,62.48,47.34,3.97,32.2,6.81,403.6150943,Severe
Ahmedabad,25-11-2018,70.51,107.96,25.76,98.98,37.9,25.76,67.36,47.72,3.97,32.2,6.81,351.7301775,Severe
Ahmedabad,26-11-2018,78.48,107.96,16.91,84.74,29.58,16.91,61.98,56.39,3.97,32.2,6.81,298.7086957,Severe
Ahmedabad,27-11-2018,63.75,107.96,11.7,77.73,25.01,11.7,64.78,59.28,3.97,32.2,6.81,223.9565217,Severe
Ahmedabad,28-11-2018,68.3,107.96,8.69,73.99,22.45,8.69,50.93,72.2,3.99,32.22,6.84,183.5835443,Poor
Ahmedabad,29-11-2018,91.23,107.96,32.82,65.66,33.9,32.82,34.58,56.17,4,32.25,6.89,393.087574,Very Poor
Ahmedabad,30-11-2018,92.74,107.96,28.91,80.7,35.3,28.91,44.35,46.56,4.03,32.27,6.9,370.1828402,Severe
Ahmedabad,01-12-2018,96.58,107.96,42.1,80.15,42.52,42.1,52.73,42.37,4.04,32.3,6.9,450.8113208,Severe
Ahmedabad,02-12-2018,91.37,107.96,28.26,91.43,37.49,28.26,51.83,38.19,4.04,32.27,6.89,366.3751479,Severe
Ahmedabad,03-12-2018,88.02,107.96,25.92,83.26,34.25,25.92,37.48,42.7,4.07,32.29,6.88,352.6674556,Severe
Ahmedabad,04-12-2018,96.82,107.96,31.36,78.81,36.22,31.36,31.51,42.71,4.06,32.31,6.93,384.5349112,Severe
Ahmedabad,05-12-2018,96.89,107.96,28.4,92.83,37.91,28.4,33.05,41.44,4.09,32.31,6.94,367.1952663,Severe
Ahmedabad,06-12-2018,109.2,107.96,37.47,104.9,45.83,37.47,76.7,43.34,4.08,32.3,6.93,421.9830189,Severe
Ahmedabad,07-12-2018,94.95,107.96,30.29,96.97,39.95,30.29,65.02,43.5,4.05,32.34,6.95,378.2668639,Severe
Ahmedabad,08-12-2018,75.42,107.96,11.02,75.02,23.99,11.02,49.3,54.91,4.07,32.31,6.93,214.2,Severe
Ahmedabad,09-12-2018,73.07,107.96,32.21,86.61,38.54,32.21,45.82,51.18,4.08,32.35,6.96,389.5142012,Severe
Ahmedabad,10-12-2018,98.25,107.96,57.51,110.07,58.22,57.51,59.11,39.64,4.07,32.35,6.94,225.75,Severe
Ahmedabad,11-12-2018,118.16,107.96,60.28,102.68,58,60.28,104.49,32.76,4.11,32.32,6.95,293.7186207,Severe
Ahmedabad,12-12-2018,95.4,107.96,41.8,78.91,42.06,41.8,51.61,39.05,4.09,32.36,6.95,448.9433962,Severe
Ahmedabad,13-12-2018,70.04,107.96,14.87,78.1,26.87,14.87,69.86,55.89,4.05,32.32,6.94,269.4391304,Very Poor
Ahmedabad,14-12-2018,56.71,107.96,7.45,60.4,18.52,7.45,42.48,61.74,4.07,32.3,6.9,168.0443038,Poor
Ahmedabad,15-12-2018,59.4,107.96,7.23,47.87,15.42,7.23,21.53,71.46,4.07,32.33,6.97,165.2873418,Moderate
Ahmedabad,16-12-2018,54.75,107.96,6.99,43.7,14.29,6.99,19.99,76.37,4.06,32.31,6.94,162.2797468,Moderate
Ahmedabad,17-12-2018,62.18,107.96,7.67,55.29,17.43,7.67,29.22,73.67,4.06,32.31,6.93,170.8012658,Moderate
Ahmedabad,18-12-2018,238.42,107.96,26.3,73.22,32.07,26.3,34.63,63.89,4.08,32.34,6.94,391.1130233,Very Poor
Ahmedabad,19-12-2018,125.16,107.96,46.84,96.16,48.74,46.84,63.66,55.2,4.11,32.33,6.96,480.3245283,Severe
Ahmedabad,20-12-2018,106.45,107.96,56.46,78.1,50.03,56.46,83.62,55.5,4.08,32.39,7,253.7431034,Severe
Ahmedabad,21-12-2018,92.45,107.96,46.89,85.56,46.28,46.89,60.42,39.51,4.1,32.39,7,480.6358491,Severe
Ahmedabad,22-12-2018,111.75,107.96,89.19,90.59,88.27,89.19,80.9,62.55,4.09,32.36,6.99,271.8362069,Severe
Ahmedabad,23-12-2018,106.19,107.96,45.76,89.03,47.49,45.76,55.16,53.79,4.1,32.37,6.96,473.6,Severe
Ahmedabad,24-12-2018,72.1,107.96,11.61,94.32,28.91,11.61,54.74,63.46,4.08,32.37,6.95,222.6652174,Very Poor
Ahmedabad,25-12-2018,79.15,107.96,12.74,92.85,29.19,12.74,64.9,70.54,4.08,32.34,6.94,238.8782609,Very Poor
Ahmedabad,26-12-2018,94.8,107.96,23.18,79.56,31.84,23.18,56.2,63.95,4.08,32.3,6.94,336.616568,Severe
Ahmedabad,27-12-2018,80.14,107.96,86.91,71.98,65.41,86.91,64.7,47.86,4.09,32.31,6.99,166.34,Severe
Ahmedabad,28-12-2018,89.14,107.96,63.43,81.71,55.88,63.43,70,44.86,4.07,32.37,6.93,197.0641379,Severe
Ahmedabad,29-12-2018,68.29,107.96,16.94,82.74,29.12,16.94,61.27,51.76,4.05,32.32,6.94,299.1391304,Very Poor
Ahmedabad,30-12-2018,67.75,107.96,17.63,81.78,29.28,17.63,57.37,63.34,4.07,32.3,6.98,304.1047337,Very Poor
Ahmedabad,31-12-2018,80.54,107.96,71.11,77,61.31,71.11,64.49,60.07,4.05,32.33,6.93,167.7055172,Severe
Ahmedabad,01-01-2019,110.71,107.96,63.03,111.56,100.04,63.03,80.15,57.12,4.08,32.33,6.93,268.2858621,Severe
Ahmedabad,02-01-2019,147.57,107.96,59.56,107.46,129.87,59.56,47.7,48.23,4.1,32.34,6.99,321.3909302,Severe
Ahmedabad,03-01-2019,131.5,107.96,119.68,75.82,88.04,119.68,55.29,43.25,4.09,32.42,7,309.0581395,Severe
Ahmedabad,04-01-2019,102.12,107.96,57.92,95.29,54.93,57.92,69.02,51.71,4.09,32.38,6.98,238.9613793,Severe
Ahmedabad,05-01-2019,115,107.96,63.86,111.04,61.99,63.86,86.65,59.25,4.12,32.43,6.97,282.9310345,Severe
Ahmedabad,06-01-2019,84.84,107.96,40.16,72.85,39.55,40.16,52.52,59.42,4.12,32.35,7.02,438.7320755,Severe
Ahmedabad,07-01-2019,74.62,107.96,8.16,73.22,21.96,8.16,48.21,74.83,4.12,32.35,6.99,176.9417722,Poor
Ahmedabad,08-01-2019,89.72,107.96,13.83,80.78,26.92,13.83,56.43,73.64,4.09,32.39,6.99,254.5173913,Very Poor
Ahmedabad,09-01-2019,84.03,107.96,26.24,90.66,36.19,26.24,63.72,72.75,4.13,32.39,7.07,354.5420118,Severe
Ahmedabad,10-01-2019,82.79,107.96,32.14,79.69,36.86,32.14,59.98,60.48,4.14,32.36,7.02,389.104142,Severe
Ahmedabad,11-01-2019,76.38,107.96,42.44,82.76,43.33,42.44,70.61,59.68,4.12,32.37,7.02,452.9283019,Severe
Ahmedabad,12-01-2019,66.01,107.96,53.08,73.79,46.37,53.08,61.71,73.43,4.11,32.35,6.96,118.1031034,Severe
Ahmedabad,13-01-2019,116.42,107.96,63.2,82.77,54.86,63.2,64.52,59.07,4.16,32.4,6.95,287.7786207,Severe
Ahmedabad,14-01-2019,75.49,107.96,9.04,61.8,19.74,9.04,34.03,80.26,4.16,32.44,7.03,187.9696203,Severe
Ahmedabad,15-01-2019,66.97,107.96,6.96,37.35,12.77,6.96,28.48,89.73,4.11,32.42,7.03,161.9037975,Moderate
Ahmedabad,16-01-2019,161.09,107.96,101.89,116.48,108.56,101.89,64.92,84.85,4.06,32.36,6.94,331.7667442,Moderate
Ahmedabad,17-01-2019,124.45,107.96,96.21,97.63,81.12,96.21,56.28,53.72,4.11,32.36,6.97,303.6476744,Severe
Ahmedabad,18-01-2019,95.15,107.96,48.24,95.6,49.59,48.24,79.66,52.85,4.12,32.33,6.96,489.0415094,Severe
Ahmedabad,19-01-2019,73.58,107.96,32.68,80.71,37.41,32.68,56.74,36.97,4.1,32.3,6.96,392.2674556,Severe
Ahmedabad,20-01-2019,86.32,107.96,49.43,104.79,54.37,49.43,79.76,35.32,4.1,32.33,6.95,496.4509434,Severe
Ahmedabad,21-01-2019,149.26,107.96,78.38,85.92,65.56,78.38,98.89,27.07,4.1,32.4,6.95,322.687907,Severe
Ahmedabad,22-01-2019,70.06,107.96,26.17,55.69,27.82,26.17,62.14,23.56,4.09,32.34,7.02,354.1319527,Severe
Ahmedabad,23-01-2019,86.59,107.96,40.08,82.87,42.04,40.08,83.72,32.62,4.11,32.35,6.95,438.2339623,Severe
Ahmedabad,24-01-2019,74.12,107.96,18.26,81.45,29.55,18.26,94.78,39.51,4.12,32.33,6.92,307.7952663,Severe
